,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Scores,RFM_Scores_Levels
16308.0,37.0,4,2560.0,3,3,4,10.0,Level 6-Lost Cheap Customers
14607.0,15.0,14,16569.5,4,4,4,12.0,Level 5-Lost Customers
13249.0,92.0,3,711.41,2,3,3,8.0,Level 3-Big Spenders
15644.0,166.0,4,813.0,1,3,3,7.0,Level 4-Almost Lost
14075.0,4.0,3,942.26,4,3,3,10.0,Level 6-Lost Cheap Customers
17250.0,3.0,2,384.52,4,2,2,8.0,Level 3-Big Spenders
17966.0,37.0,5,1098.43,3,3,3,9.0,Level 1-Best Customers
14129.0,1.0,5,1123.8600000000001,4,3,3,10.0,Level 6-Lost Cheap Customers
15651.0,36.0,3,646.3,3,3,2,8.0,Level 3-Big Spenders
13035.0,73.0,2,921.88,2,2,3,7.0,Level 4-Almost Lost
17644.0,1.0,11,2895.64,4,4,4,12.0,Level 5-Lost Customers
13341.0,260.0,1,775.85,1,1,3,5.0,0.0
13512.0,260.0,1,251.21,1,1,1,3.0,0.0
16620.0,3.0,2,178.96,4,2,1,7.0,Level 4-Almost Lost
17698.0,260.0,1,154.95,1,1,1,3.0,0.0
14267.0,162.0,3,1516.24,1,3,3,7.0,Level 4-Almost Lost
13736.0,5.0,2,731.9,4,2,3,9.0,Level 1-Best Customers
16022.0,260.0,1,628.28,1,1,2,4.0,0.0
14235.0,75.0,5,3144.86,2,3,4,9.0,Level 1-Best Customers
16769.0,260.0,1,380.39,1,1,2,4.0,0.0
17754.0,0.0,5,1772.26,4,3,4,11.0,Level 2-Loyal Customers
16063.0,260.0,1,335.32,1,1,2,4.0,0.0
15178.0,260.0,1,40.5,1,1,1,3.0,0.0
14348.0,260.0,1,409.57,1,1,2,4.0,0.0
15815.0,63.0,5,2100.6,2,3,4,9.0,Level 1-Best Customers
13695.0,31.0,15,2504.13,3,4,4,11.0,Level 2-Loyal Customers
17979.0,35.0,4,757.71,3,3,3,9.0,Level 1-Best Customers
13139.0,16.0,7,5064.94,4,4,4,12.0,Level 5-Lost Customers
14758.0,144.0,4,1484.06,1,3,3,7.0,Level 4-Almost Lost
14536.0,259.0,1,171.8,1,1,1,3.0,0.0
13662.0,85.0,3,897.76,2,3,3,8.0,Level 3-Big Spenders
17946.0,233.0,2,149.57999999999998,1,2,1,4.0,0.0
13743.0,2.0,7,1341.6,4,4,3,11.0,Level 2-Loyal Customers
18078.0,217.0,2,336.13,1,2,2,5.0,0.0
16780.0,100.0,2,425.19,2,2,2,6.0,0.0
18273.0,2.0,3,204.0,4,3,1,8.0,Level 3-Big Spenders
15045.0,151.0,2,735.66,1,2,3,6.0,0.0
17625.0,18.0,4,2047.0,3,3,4,10.0,Level 6-Lost Cheap Customers
13357.0,257.0,1,609.95,1,1,2,4.0,0.0
16777.0,80.0,2,226.35,2,2,1,5.0,0.0
14476.0,257.0,1,215.7,1,1,1,3.0,0.0
13481.0,45.0,5,1804.56,3,3,4,10.0,Level 6-Lost Cheap Customers
16245.0,23.0,3,1413.66,3,3,3,9.0,Level 1-Best Customers
13266.0,11.0,12,3834.2599999999998,4,4,4,12.0,Level 5-Lost Customers
17765.0,158.0,3,371.88,1,3,2,6.0,0.0
15083.0,256.0,1,88.2,1,1,1,3.0,0.0
18010.0,256.0,1,174.8,1,1,1,3.0,0.0
15249.0,31.0,13,6688.46,3,4,4,11.0,Level 2-Loyal Customers
13760.0,54.0,2,286.79,2,2,1,5.0,0.0
15624.0,116.0,4,588.13,2,3,2,7.0,Level 4-Almost Lost
17749.0,178.0,2,674.52,1,2,3,6.0,0.0
15068.0,46.0,2,553.36,3,2,2,7.0,Level 4-Almost Lost
14538.0,64.0,2,388.25,2,2,2,6.0,0.0
14851.0,23.0,2,511.35,3,2,2,7.0,Level 4-Almost Lost
14021.0,155.0,3,631.9,1,3,2,6.0,0.0
13037.0,138.0,3,881.07,2,3,3,8.0,Level 3-Big Spenders
18177.0,31.0,6,1341.42,3,4,3,10.0,Level 6-Lost Cheap Customers
14128.0,60.0,2,637.5,2,2,2,6.0,0.0
17874.0,185.0,6,683.46,1,4,3,8.0,Level 3-Big Spenders
17719.0,37.0,15,5396.04,3,4,4,11.0,Level 2-Loyal Customers
14441.0,0.0,4,1712.89,4,3,4,11.0,Level 2-Loyal Customers
17931.0,134.0,2,408.36,2,2,2,6.0,0.0
13803.0,255.0,1,277.07,1,1,1,3.0,0.0
17398.0,114.0,3,653.38,2,3,3,8.0,Level 3-Big Spenders
15906.0,19.0,7,1567.69,3,4,3,10.0,Level 6-Lost Cheap Customers
16253.0,66.0,2,3683.86,2,2,4,8.0,Level 3-Big Spenders
13439.0,255.0,1,283.71,1,1,1,3.0,0.0
12888.0,214.0,2,354.12,1,2,2,5.0,0.0
13588.0,15.0,9,2478.95,4,4,4,12.0,Level 5-Lost Customers
15521.0,40.0,8,3000.2,3,4,4,11.0,Level 2-Loyal Customers
13720.0,116.0,4,799.9,2,3,3,8.0,Level 3-Big Spenders
15674.0,73.0,5,2446.6,2,3,4,9.0,Level 1-Best Customers
17594.0,85.0,2,993.18,2,2,3,7.0,Level 4-Almost Lost
17775.0,254.0,1,56.4,1,1,1,3.0,0.0
13988.0,19.0,6,4147.96,3,4,4,11.0,Level 2-Loyal Customers
16657.0,9.0,4,933.62,4,3,3,10.0,Level 6-Lost Cheap Customers
15424.0,254.0,2,383.34,1,2,2,5.0,0.0
13316.0,37.0,4,5977.7300000000005,3,3,4,10.0,Level 6-Lost Cheap Customers
16788.0,123.0,2,597.48,2,2,2,6.0,0.0
16584.0,80.0,2,936.08,2,2,3,7.0,Level 4-Almost Lost
15364.0,95.0,2,913.19,2,2,3,7.0,Level 4-Almost Lost
18108.0,254.0,1,271.0,1,1,1,3.0,0.0
14272.0,73.0,2,437.96,2,2,2,6.0,0.0
15980.0,88.0,3,2398.86,2,3,4,9.0,Level 1-Best Customers
15832.0,254.0,1,836.79,1,1,3,5.0,0.0
16092.0,114.0,3,817.86,2,3,3,8.0,Level 3-Big Spenders
15528.0,254.0,1,229.33,1,1,1,3.0,0.0
16398.0,154.0,2,1705.8,1,2,4,7.0,Level 4-Almost Lost
17088.0,28.0,4,1991.01,3,3,4,10.0,Level 6-Lost Cheap Customers
17438.0,253.0,1,388.45000000000005,1,1,2,4.0,0.0
13060.0,253.0,1,307.53,1,1,2,4.0,0.0
14790.0,16.0,4,745.06,4,3,3,10.0,Level 6-Lost Cheap Customers
14890.0,253.0,1,125.65,1,1,1,3.0,0.0
16386.0,28.0,2,317.2,3,2,2,7.0,Level 4-Almost Lost
14818.0,73.0,3,657.8,2,3,3,8.0,Level 3-Big Spenders
13571.0,12.0,12,2092.32,4,4,4,12.0,Level 5-Lost Customers
12909.0,39.0,5,2178.67,3,3,4,10.0,Level 6-Lost Cheap Customers
16698.0,226.0,2,1998.0,1,2,4,7.0,Level 4-Almost Lost
16681.0,72.0,6,1770.34,2,4,4,10.0,Level 6-Lost Cheap Customers
13573.0,50.0,2,294.4,3,2,1,6.0,0.0
13883.0,10.0,5,2674.48,4,3,4,11.0,Level 2-Loyal Customers
14957.0,253.0,1,58.49,1,1,1,3.0,0.0
13918.0,49.0,2,1212.8400000000001,3,2,3,8.0,Level 3-Big Spenders
17212.0,253.0,1,226.85,1,1,1,3.0,0.0
17781.0,159.0,2,188.02,1,2,1,4.0,0.0
14886.0,252.0,1,364.8,1,1,2,4.0,0.0
13626.0,252.0,1,257.23,1,1,1,3.0,0.0
16609.0,15.0,7,5493.46,4,4,4,12.0,Level 5-Lost Customers
16180.0,100.0,8,10254.18,2,4,4,10.0,Level 6-Lost Cheap Customers
13462.0,252.0,1,151.5,1,1,1,3.0,0.0
18263.0,25.0,3,1213.1599999999999,3,3,3,9.0,Level 1-Best Customers
16960.0,38.0,3,507.05,3,3,2,8.0,Level 3-Big Spenders
13841.0,252.0,1,85.0,1,1,1,3.0,0.0
17701.0,252.0,1,417.95,1,1,2,4.0,0.0
12949.0,30.0,8,4167.22,3,4,4,11.0,Level 2-Loyal Customers
14852.0,58.0,6,2836.69,2,4,4,10.0,Level 6-Lost Cheap Customers
13169.0,63.0,2,712.88,2,2,3,7.0,Level 4-Almost Lost
16162.0,252.0,1,37.4,1,1,1,3.0,0.0
15691.0,252.0,1,136.8,1,1,1,3.0,0.0
14195.0,201.0,2,1012.0,1,2,3,6.0,0.0
13781.0,250.0,1,127.84,1,1,1,3.0,0.0
17758.0,19.0,8,3456.7000000000003,3,4,4,11.0,Level 2-Loyal Customers
14023.0,7.0,2,584.07,4,2,2,8.0,Level 3-Big Spenders
17669.0,42.0,7,3406.7200000000003,3,4,4,11.0,Level 2-Loyal Customers
16142.0,249.0,1,535.34,1,1,2,4.0,0.0
17648.0,60.0,4,1797.5,2,3,4,9.0,Level 1-Best Customers
13059.0,249.0,1,183.4,1,1,1,3.0,0.0
16224.0,57.0,4,1295.3,2,3,3,8.0,Level 3-Big Spenders
15223.0,225.0,2,755.75,1,2,3,6.0,0.0
17886.0,31.0,3,899.61,3,3,3,9.0,Level 1-Best Customers
13294.0,189.0,2,873.74,1,2,3,6.0,0.0
15289.0,29.0,3,939.78,3,3,3,9.0,Level 1-Best Customers
18185.0,249.0,1,304.25,1,1,2,4.0,0.0
17956.0,249.0,1,12.75,1,1,1,3.0,0.0
15756.0,61.0,4,532.96,2,3,2,7.0,Level 4-Almost Lost
14747.0,249.0,1,328.2,1,1,2,4.0,0.0
14719.0,1.0,5,1602.13,4,3,4,11.0,Level 2-Loyal Customers
13015.0,53.0,5,3346.28,2,3,4,9.0,Level 1-Best Customers
16586.0,248.0,1,463.95,1,1,2,4.0,0.0
16105.0,248.0,1,336.96,1,1,2,4.0,0.0
15442.0,248.0,1,594.0,1,1,2,4.0,0.0
16906.0,81.0,4,579.77,2,3,2,7.0,Level 4-Almost Lost
14546.0,5.0,5,2578.09,4,3,4,11.0,Level 2-Loyal Customers
14535.0,60.0,3,2864.19,2,3,4,9.0,Level 1-Best Customers
16170.0,50.0,6,1885.05,3,4,4,11.0,Level 2-Loyal Customers
15244.0,65.0,2,631.57,2,2,2,6.0,0.0
16696.0,135.0,4,657.9000000000001,2,3,3,8.0,Level 3-Big Spenders
15145.0,4.0,4,1194.73,4,3,3,10.0,Level 6-Lost Cheap Customers
17492.0,248.0,1,374.57,1,1,2,4.0,0.0
13525.0,14.0,2,628.78,4,2,2,8.0,Level 3-Big Spenders
17409.0,184.0,2,771.85,1,2,3,6.0,0.0
17783.0,72.0,2,283.47,2,2,1,5.0,0.0
13863.0,247.0,1,305.78,1,1,2,4.0,0.0
13515.0,72.0,4,891.12,2,3,3,8.0,Level 3-Big Spenders
15917.0,247.0,1,123.1,1,1,1,3.0,0.0
17440.0,156.0,3,186.42000000000002,1,3,1,5.0,0.0
17045.0,113.0,3,339.44,2,3,2,7.0,Level 4-Almost Lost
17140.0,247.0,1,465.32,1,1,2,4.0,0.0
15201.0,87.0,5,1236.54,2,3,3,8.0,Level 3-Big Spenders
14964.0,247.0,1,206.21,1,1,1,3.0,0.0
16031.0,92.0,2,548.94,2,2,2,6.0,0.0
14403.0,130.0,4,1475.81,2,3,3,8.0,Level 3-Big Spenders
17042.0,2.0,5,1044.3799999999999,4,3,3,10.0,Level 6-Lost Cheap Customers
13771.0,64.0,4,2634.45,2,3,4,9.0,Level 1-Best Customers
17906.0,247.0,1,72.9,1,1,1,3.0,0.0
18272.0,2.0,6,3078.58,4,4,4,12.0,Level 5-Lost Customers
16144.0,246.0,1,175.2,1,1,1,3.0,0.0
13731.0,219.0,2,610.59,1,2,2,5.0,0.0
15530.0,21.0,4,1502.35,3,3,3,9.0,Level 1-Best Customers
13950.0,11.0,4,745.06,4,3,3,10.0,Level 6-Lost Cheap Customers
13752.0,124.0,6,1186.28,2,4,3,9.0,Level 1-Best Customers
13892.0,26.0,4,632.97,3,3,2,8.0,Level 3-Big Spenders
14446.0,0.0,4,1039.58,4,3,3,10.0,Level 6-Lost Cheap Customers
16209.0,88.0,5,2262.62,2,3,4,9.0,Level 1-Best Customers
15754.0,51.0,3,458.57,2,3,2,7.0,Level 4-Almost Lost
13712.0,246.0,1,228.84,1,1,1,3.0,0.0
15800.0,107.0,2,699.08,2,2,3,7.0,Level 4-Almost Lost
16469.0,23.0,4,650.43,3,3,2,8.0,Level 3-Big Spenders
13005.0,173.0,2,513.7,1,2,2,5.0,0.0
14981.0,246.0,1,102.12,1,1,1,3.0,0.0
17928.0,45.0,2,212.54,3,2,1,6.0,0.0
16261.0,17.0,4,746.83,4,3,3,10.0,Level 6-Lost Cheap Customers
17883.0,3.0,4,671.77,4,3,3,10.0,Level 6-Lost Cheap Customers
14619.0,245.0,1,394.44,1,1,2,4.0,0.0
13995.0,15.0,5,1393.69,4,3,3,10.0,Level 6-Lost Cheap Customers
16643.0,245.0,1,487.51,1,1,2,4.0,0.0
14246.0,110.0,3,1474.06,2,3,3,8.0,Level 3-Big Spenders
18040.0,19.0,2,357.20000000000005,3,2,2,7.0,Level 4-Almost Lost
16837.0,31.0,11,3170.98,3,4,4,11.0,Level 2-Loyal Customers
15119.0,245.0,1,266.4,1,1,1,3.0,0.0
16325.0,46.0,3,594.24,3,3,2,8.0,Level 3-Big Spenders
14924.0,245.0,1,310.05,1,1,2,4.0,0.0
15109.0,245.0,1,484.95,1,1,2,4.0,0.0
16623.0,245.0,1,129.45,1,1,1,3.0,0.0
12999.0,196.0,3,455.88,1,3,2,6.0,0.0
13962.0,21.0,2,169.55,3,2,1,6.0,0.0
18036.0,32.0,3,405.62,3,3,2,8.0,Level 3-Big Spenders
14958.0,147.0,3,499.68,1,3,2,6.0,0.0
14264.0,154.0,2,333.97,1,2,2,5.0,0.0
13562.0,81.0,3,1799.33,2,3,4,9.0,Level 1-Best Customers
15775.0,245.0,1,104.9,1,1,1,3.0,0.0
17054.0,28.0,5,1356.33,3,3,3,9.0,Level 1-Best Customers
17268.0,107.0,4,763.64,2,3,3,8.0,Level 3-Big Spenders
13548.0,96.0,2,682.41,2,2,3,7.0,Level 4-Almost Lost
13508.0,243.0,1,110.97,1,1,1,3.0,0.0
13570.0,243.0,1,239.49,1,1,1,3.0,0.0
13232.0,12.0,7,1357.6,4,4,3,11.0,Level 2-Loyal Customers
18129.0,243.0,1,112.55000000000001,1,1,1,3.0,0.0
13632.0,24.0,5,2121.27,3,3,4,10.0,Level 6-Lost Cheap Customers
15665.0,168.0,2,2242.01,1,2,4,7.0,Level 4-Almost Lost
17550.0,197.0,3,267.16,1,3,1,5.0,0.0
15655.0,243.0,1,560.67,1,1,2,4.0,0.0
14286.0,23.0,3,4628.75,3,3,4,10.0,Level 6-Lost Cheap Customers
16188.0,44.0,4,981.86,3,3,3,9.0,Level 1-Best Customers
15214.0,1.0,8,1661.44,4,4,4,12.0,Level 5-Lost Customers
17574.0,242.0,1,185.65,1,1,1,3.0,0.0
15737.0,14.0,8,1205.1200000000001,4,4,3,11.0,Level 2-Loyal Customers
18080.0,18.0,2,1231.5,3,2,3,8.0,Level 3-Big Spenders
14311.0,242.0,1,310.26,1,1,2,4.0,0.0
14339.0,242.0,1,309.52,1,1,2,4.0,0.0
12982.0,242.0,1,390.54,1,1,2,4.0,0.0
14273.0,51.0,4,559.97,2,3,2,7.0,Level 4-Almost Lost
13549.0,25.0,7,918.2,3,4,3,10.0,Level 6-Lost Cheap Customers
15414.0,9.0,3,774.9000000000001,4,3,3,10.0,Level 6-Lost Cheap Customers
13203.0,9.0,4,869.46,4,3,3,10.0,Level 6-Lost Cheap Customers
14628.0,91.0,2,671.96,2,2,3,7.0,Level 4-Almost Lost
14326.0,242.0,1,183.85,1,1,1,3.0,0.0
15935.0,239.0,2,416.86,1,2,2,5.0,0.0
13655.0,114.0,2,932.97,2,2,3,7.0,Level 4-Almost Lost
12910.0,23.0,8,3075.04,3,4,4,11.0,Level 2-Loyal Customers
13577.0,25.0,4,1687.6000000000001,3,3,4,10.0,Level 6-Lost Cheap Customers
15251.0,9.0,11,10484.99,4,4,4,12.0,Level 5-Lost Customers
14111.0,14.0,4,692.85,4,3,3,10.0,Level 6-Lost Cheap Customers
17160.0,31.0,6,3518.03,3,4,4,11.0,Level 2-Loyal Customers
16172.0,95.0,5,1140.21,2,3,3,8.0,Level 3-Big Spenders
17972.0,241.0,1,136.04,1,1,1,3.0,0.0
14844.0,63.0,4,3189.81,2,3,4,9.0,Level 1-Best Customers
17278.0,241.0,1,246.04,1,1,1,3.0,0.0
15212.0,241.0,1,101.8,1,1,1,3.0,0.0
16729.0,38.0,21,7239.92,3,4,4,11.0,Level 2-Loyal Customers
14998.0,170.0,2,429.87,1,2,2,5.0,0.0
13484.0,241.0,1,313.8,1,1,2,4.0,0.0
16697.0,241.0,1,112.75,1,1,1,3.0,0.0
18236.0,29.0,6,882.24,3,4,3,10.0,Level 6-Lost Cheap Customers
13740.0,240.0,1,350.75,1,1,2,4.0,0.0
15230.0,239.0,2,429.6,1,2,2,5.0,0.0
15134.0,14.0,8,1387.99,4,4,3,11.0,Level 2-Loyal Customers
16309.0,106.0,2,706.57,2,2,3,7.0,Level 4-Almost Lost
13544.0,39.0,2,291.41,3,2,1,6.0,0.0
14262.0,8.0,8,2618.23,4,4,4,12.0,Level 5-Lost Customers
13134.0,85.0,4,1793.58,2,3,4,9.0,Level 1-Best Customers
17589.0,60.0,4,2404.17,2,3,4,9.0,Level 1-Best Customers
16097.0,240.0,1,185.04999999999998,1,1,1,3.0,0.0
13122.0,94.0,2,922.39,2,2,3,7.0,Level 4-Almost Lost
16966.0,8.0,7,2154.97,4,4,4,12.0,Level 5-Lost Customers
17746.0,240.0,1,110.25,1,1,1,3.0,0.0
16175.0,94.0,4,1037.59,2,3,3,8.0,Level 3-Big Spenders
14834.0,17.0,6,1720.3,4,4,4,12.0,Level 5-Lost Customers
16348.0,32.0,7,1469.45,3,4,3,10.0,Level 6-Lost Cheap Customers
15147.0,240.0,1,623.5,1,1,2,4.0,0.0
16131.0,51.0,6,3506.54,2,4,4,10.0,Level 6-Lost Cheap Customers
15813.0,207.0,2,1303.9099999999999,1,2,3,6.0,0.0
17058.0,81.0,3,1179.89,2,3,3,8.0,Level 3-Big Spenders
17704.0,168.0,2,885.19,1,2,3,6.0,0.0
13772.0,33.0,3,1132.13,3,3,3,9.0,Level 1-Best Customers
16933.0,1.0,2,563.23,4,2,2,8.0,Level 3-Big Spenders
16249.0,52.0,5,1800.07,2,3,4,9.0,Level 1-Best Customers
14198.0,18.0,4,701.4,3,3,3,9.0,Level 1-Best Customers
13989.0,65.0,2,1266.08,2,2,3,7.0,Level 4-Almost Lost
17930.0,35.0,5,1740.48,3,3,4,10.0,Level 6-Lost Cheap Customers
14154.0,239.0,2,1345.62,1,2,3,6.0,0.0
14206.0,239.0,1,328.15999999999997,1,1,2,4.0,0.0
14482.0,18.0,6,2068.15,3,4,4,11.0,Level 2-Loyal Customers
14163.0,87.0,4,2445.91,2,3,4,9.0,Level 1-Best Customers
14105.0,239.0,1,1266.23,1,1,3,5.0,0.0
17601.0,239.0,1,116.00999999999999,1,1,1,3.0,0.0
17142.0,239.0,1,579.0,1,1,2,4.0,0.0
15135.0,239.0,1,139.05,1,1,1,3.0,0.0
16806.0,103.0,4,801.49,2,3,3,8.0,Level 3-Big Spenders
13952.0,217.0,2,3251.071,1,2,4,7.0,Level 4-Almost Lost
13120.0,238.0,1,30.599999999999998,1,1,1,3.0,0.0
13516.0,21.0,3,1389.41,3,3,3,9.0,Level 1-Best Customers
14323.0,114.0,2,605.0600000000001,2,2,2,6.0,0.0
18079.0,45.0,4,3651.97,3,3,4,10.0,Level 6-Lost Cheap Customers
14700.0,32.0,3,2235.3,3,3,4,10.0,Level 6-Lost Cheap Customers
15027.0,30.0,4,1066.1499999999999,3,3,3,9.0,Level 1-Best Customers
17367.0,238.0,1,168.4,1,1,1,3.0,0.0
18213.0,236.0,1,232.48000000000002,1,1,1,3.0,0.0
17029.0,110.0,2,716.0,2,2,3,7.0,Level 4-Almost Lost
13220.0,78.0,4,819.2900000000001,2,3,3,8.0,Level 3-Big Spenders
15985.0,123.0,2,1142.42,2,2,3,7.0,Level 4-Almost Lost
16193.0,236.0,1,314.45,1,1,2,4.0,0.0
15172.0,8.0,5,1624.05,4,3,4,11.0,Level 2-Loyal Customers
13692.0,24.0,3,1488.32,3,3,3,9.0,Level 1-Best Customers
15745.0,19.0,4,1094.59,3,3,3,9.0,Level 1-Best Customers
17582.0,236.0,1,175.27,1,1,1,3.0,0.0
13474.0,236.0,1,229.59,1,1,1,3.0,0.0
17697.0,236.0,1,338.95,1,1,2,4.0,0.0
16639.0,31.0,3,1257.51,3,3,3,9.0,Level 1-Best Customers
16947.0,235.0,1,406.48,1,1,2,4.0,0.0
15491.0,95.0,6,3100.09,2,4,4,10.0,Level 6-Lost Cheap Customers
16617.0,235.0,1,151.85,1,1,1,3.0,0.0
15265.0,151.0,2,1506.1200000000001,1,2,3,6.0,0.0
16226.0,203.0,3,255.12,1,3,1,5.0,0.0
18009.0,235.0,1,257.34,1,1,1,3.0,0.0
16399.0,19.0,2,408.57,3,2,2,7.0,Level 4-Almost Lost
14623.0,32.0,5,889.25,3,3,3,9.0,Level 1-Best Customers
15625.0,103.0,4,1534.26,2,3,3,8.0,Level 3-Big Spenders
18064.0,133.0,2,814.0,2,2,3,7.0,Level 4-Almost Lost
15508.0,189.0,6,1000.27,1,4,3,8.0,Level 3-Big Spenders
16628.0,29.0,5,2188.05,3,3,4,10.0,Level 6-Lost Cheap Customers
13647.0,9.0,4,1678.1200000000001,4,3,4,11.0,Level 2-Loyal Customers
15594.0,15.0,5,1771.78,4,3,4,11.0,Level 2-Loyal Customers
13479.0,200.0,2,300.95,1,2,2,5.0,0.0
13376.0,99.0,3,1019.76,2,3,3,8.0,Level 3-Big Spenders
15717.0,234.0,1,150.3,1,1,1,3.0,0.0
13735.0,24.0,4,2885.2400000000002,3,3,4,10.0,Level 6-Lost Cheap Customers
13719.0,15.0,5,1041.68,4,3,3,10.0,Level 6-Lost Cheap Customers
16633.0,17.0,6,2883.1,4,4,4,12.0,Level 5-Lost Customers
13101.0,234.0,1,101.19,1,1,1,3.0,0.0
15225.0,234.0,1,409.40000000000003,1,1,2,4.0,0.0
14152.0,75.0,2,621.29,2,2,2,6.0,0.0
15436.0,12.0,3,1122.53,4,3,3,10.0,Level 6-Lost Cheap Customers
17217.0,234.0,1,113.5,1,1,1,3.0,0.0
17734.0,53.0,3,700.63,2,3,3,8.0,Level 3-Big Spenders
14905.0,157.0,2,616.15,1,2,2,5.0,0.0
17548.0,233.0,1,103.3,1,1,1,3.0,0.0
14148.0,233.0,1,157.2,1,1,1,3.0,0.0
16103.0,7.0,6,1429.64,4,4,3,11.0,Level 2-Loyal Customers
14626.0,23.0,4,2791.27,3,3,4,10.0,Level 6-Lost Cheap Customers
14868.0,3.0,8,2953.59,4,4,4,12.0,Level 5-Lost Customers
18246.0,23.0,2,596.1,3,2,2,7.0,Level 4-Almost Lost
13485.0,233.0,1,454.24,1,1,2,4.0,0.0
15517.0,233.0,1,267.03,1,1,1,3.0,0.0
17115.0,8.0,3,837.5,4,3,3,10.0,Level 6-Lost Cheap Customers
17120.0,233.0,1,307.46,1,1,2,4.0,0.0
15912.0,178.0,2,264.62,1,2,1,4.0,0.0
17588.0,100.0,3,1240.2,2,3,3,8.0,Level 3-Big Spenders
14759.0,4.0,3,1625.97,4,3,4,11.0,Level 2-Loyal Customers
16185.0,16.0,2,529.41,4,2,2,8.0,Level 3-Big Spenders
13389.0,11.0,3,797.96,4,3,3,10.0,Level 6-Lost Cheap Customers
17631.0,1.0,3,528.33,4,3,2,9.0,Level 1-Best Customers
17061.0,73.0,11,5232.2300000000005,2,4,4,10.0,Level 6-Lost Cheap Customers
17718.0,232.0,1,139.35,1,1,1,3.0,0.0
17630.0,169.0,2,503.59999999999997,1,2,2,5.0,0.0
13223.0,200.0,2,163.20000000000002,1,2,1,4.0,0.0
16146.0,157.0,3,734.13,1,3,3,7.0,Level 4-Almost Lost
17109.0,29.0,6,885.04,3,4,3,10.0,Level 6-Lost Cheap Customers
16587.0,232.0,1,225.15,1,1,1,3.0,0.0
16750.0,44.0,5,623.93,3,3,2,8.0,Level 3-Big Spenders
13482.0,232.0,1,184.64,1,1,1,3.0,0.0
14512.0,187.0,2,275.28,1,2,1,4.0,0.0
17670.0,227.0,1,205.7,1,1,1,3.0,0.0
16834.0,227.0,1,413.46,1,1,2,4.0,0.0
16942.0,12.0,9,1920.59,4,4,4,12.0,Level 5-Lost Customers
14640.0,24.0,6,2125.08,3,4,4,11.0,Level 2-Loyal Customers
16823.0,227.0,1,358.38,1,1,2,4.0,0.0
15237.0,1.0,4,1412.32,4,3,3,10.0,Level 6-Lost Cheap Customers
17854.0,185.0,2,311.26,1,2,2,5.0,0.0
18220.0,226.0,1,305.28000000000003,1,1,2,4.0,0.0
17436.0,1.0,2,216.29999999999998,4,2,1,7.0,Level 4-Almost Lost
16965.0,226.0,1,201.19,1,1,1,3.0,0.0
12840.0,143.0,4,2726.77,1,3,4,8.0,Level 3-Big Spenders
15891.0,226.0,1,524.52,1,1,2,4.0,0.0
17187.0,226.0,1,203.95,1,1,1,3.0,0.0
13637.0,52.0,3,810.5,2,3,3,8.0,Level 3-Big Spenders
17991.0,225.0,2,93.35,1,2,1,4.0,0.0
16418.0,44.0,3,675.27,3,3,3,9.0,Level 1-Best Customers
16099.0,50.0,3,731.9,3,3,3,9.0,Level 1-Best Customers
15768.0,115.0,3,621.8299999999999,2,3,2,7.0,Level 4-Almost Lost
16637.0,32.0,4,1154.47,3,3,3,9.0,Level 1-Best Customers
14240.0,30.0,2,890.34,3,2,3,8.0,Level 3-Big Spenders
15143.0,225.0,1,259.45,1,1,1,3.0,0.0
13229.0,225.0,1,160.95,1,1,1,3.0,0.0
14973.0,107.0,3,1314.45,2,3,3,8.0,Level 3-Big Spenders
14271.0,225.0,1,112.32,1,1,1,3.0,0.0
15952.0,33.0,4,806.57,3,3,3,9.0,Level 1-Best Customers
16227.0,225.0,1,314.22,1,1,2,4.0,0.0
17893.0,225.0,1,112.25,1,1,1,3.0,0.0
14022.0,225.0,1,440.0,1,1,2,4.0,0.0
15210.0,225.0,1,331.18,1,1,2,4.0,0.0
16370.0,82.0,4,1320.56,2,3,3,8.0,Level 3-Big Spenders
14304.0,222.0,1,383.45,1,1,2,4.0,0.0
15376.0,40.0,3,1233.3600000000001,3,3,3,9.0,Level 1-Best Customers
14655.0,8.0,4,1932.23,4,3,4,11.0,Level 2-Loyal Customers
17615.0,130.0,3,329.6,2,3,2,7.0,Level 4-Almost Lost
16055.0,220.0,1,134.8,1,1,1,3.0,0.0
14149.0,220.0,1,446.62,1,1,2,4.0,0.0
17501.0,220.0,2,288.6,1,2,1,4.0,0.0
14191.0,1.0,13,4684.76,4,4,4,12.0,Level 5-Lost Customers
13282.0,18.0,3,1132.14,3,3,3,9.0,Level 1-Best Customers
15582.0,24.0,3,682.9100000000001,3,3,3,9.0,Level 1-Best Customers
16230.0,189.0,2,542.03,1,2,2,5.0,0.0
18146.0,140.0,2,160.35000000000002,2,2,1,5.0,0.0
15976.0,165.0,2,430.94,1,2,2,5.0,0.0
12886.0,67.0,2,1378.4,2,2,3,7.0,Level 4-Almost Lost
17974.0,24.0,3,740.79,3,3,3,9.0,Level 1-Best Customers
13524.0,40.0,5,680.1800000000001,3,3,3,9.0,Level 1-Best Customers
17955.0,198.0,4,557.3,1,3,2,6.0,0.0
15128.0,60.0,4,1471.0,2,3,3,8.0,Level 3-Big Spenders
16610.0,219.0,1,75.66,1,1,1,3.0,0.0
17394.0,219.0,1,203.86999999999998,1,1,1,3.0,0.0
